Text;finals;last_word
Полицю тесати,;ти;теса^ти
Ой пішов я; я;пішо^вя
Полицю тесати,;ти;теса^ти
Прийшов же я; я;же^я
Пред біленькі сіни,;ни;сі^ни
Прийшов же я; я;же^я
Пред біленькі сіни,;ни;сі^ни
Трохи ж мене;не;ме^не
Собаки не з’їли.;ли;зї^ли
Трохи ж мене;не;ме^не
Собаки не з’їли.;ли;зї^ли
Кличуть мене;не;ме^не
Молоді до хати,;ти;ха^ти
Кличуть мене;не;ме^не
Молоді до хати,;ти;ха^ти
Кажут міні;ні;мі^ні
На лівку сідати.;ти;сіда^ти
Кажут міні;ні;мі^ні
На лівку сідати.;ти;сіда^ти
– Розсуньтеся,;ся;розсуньте^ся
Кудрявці, по лавці,;ці;ла^вці
– Розсуньтеся,;ся;розсуньте^ся
Кудрявці, по лавці,;ці;ла^вці
Нехай сяду;ду;ся^ду
Замість закоханця.;ця;закоха^нця
Нехай сяду;ду;ся^ду
Замість закоханця.;ця;закоха^нця
Дали мені;ні;ме^ні
Їсти перепілку.;ку;перепі^лку
Дали мені;ні;ме^ні
Їсти перепілку.;ку;перепі^лку
Ой ззів же я; я;же^я
Крильце та й реберце.;це;ребе^рце
Ой ззів же я; я;же^я
Крильце та й реберце.;це;ребе^рце
– Бувай тепер,;ер;те^пер
Моє серце.;це;се^рце
– Бувай тепер,;ер;те^пер
Моє серце.;це;се^рце
ОЙ ПО ГОРІ СЕРБИН ХОДИТ;ит;хо^дит
Ой по горі Сербин ходит,;ит;хо^дит
Сокирою ячмінь косит.;ит;ко^сит
Сокирою ячмінь косит.;ит;ко^сит
Сокирою ячмінь косит,;ит;ко^сит
За ним дівча їсти носит.;ит;но^сит
За ним дівча їсти носит.;ит;но^сит
– Ой Сербине-Сербиночку,;ку;сербинесербино^чку
Сватай мене, дівчиночку.;ку;дівчино^чку
Сватай мене, дівчиночку.;ку;дівчино^чку
– Не буду тебе сватати,;ти;свата^ти
Бо не вмієш чарувати.;ти;чарува^ти
Бо не вмієш чарувати.;ти;чарува^ти
Зчаруй брата рідненького –;о ;рідненько^го
Будеш мати миленького.;го;миленько^го
Будеш мати миленького.;го;миленько^го
– Ой якби я чарів знала,;ла;зна^ла
Я би їго зчарувала.;ла;зчарува^ла
Я би їго зчарувала.;ла;зчарува^ла
– Ой у лузі, при калині,;ні;кали^ні
Висит змія на калині.;ні;кали^ні
Висит змія на калині.;ні;кали^ні
На ню сонце припікає,;ає;припіка^є
А з неї сок витікає.;ає;витіка^є
А з неї сок витікає.;ає;витіка^є
Підстав, мила, коновочку, –;у ;коново^чку
Най натече того сочку.;ку;со^чку
Най натече того сочку.;ку;со^чку
Дурна дівка послухала,;ла;послуха^ла
З коновочков поманджала ...;а ;поманджа^ла
З коновочков поманджала ...;а ;поманджа^ла
Ї брат в місті дар купує,;ує;купу^є
Вона йому чар готує.;ує;готу^є
Вона йому чар готує.;ує;готу^є
Брат до неї з дароньками –;и ;даронька^ми
В’на до брата з чароньками.;ми;чаронька^ми
В’на до брата з чароньками.;ми;чаронька^ми
– Ой на, брате, сего пива,;ва;пи^ва
Сама-м їго наварила.;ла;навари^ла
Сама-м їго наварила.;ла;навари^ла
Сама-м їго наварила;ла;навари^ла
Й сама-м ся їго напила.;ла;напи^ла
Й сама-м ся їго напила.;ла;напи^ла
Брат послухав та й напився;ся;напи^вся
Й лиш по коні повалився.;ся;повали^вся
Й лиш по коні повалився.;ся;повали^вся
– Що ж се, сестро, та за пиво –;о ;пи^во
Коло серця ня зв'ялило?;ло;звяли^ло
Коло серця ня зв'ялило?;ло;звяли^ло
– Ой Сербине, Сербиночку,;ку;сербино^чку
Сватай мене, дівчиночку.;ку;дівчино^чку
Сватай мене, дівчиночку.;ку;дівчино^чку
– Не буду ж тебе сватати –;и ;свата^ти
Навчила-с ся чарувати.;ти;чарува^ти
Навчила-с ся чарувати.;ти;чарува^ти
Зчарувала-с брата свого –;о ;сво^го
Зчаруєш 'ня, молодого.;го;молодо^го
Зчаруєш 'ня, молодого.;го;молодо^го
– Що ж я, бідна, наробила,;ла;нароби^ла
Що ні брата, ні Сербина?..;на;серби^на
НАДЛЕТІЛА ЗОЗУЛЕНЬКА;ка;зозуле^нька
Надлетіла зозуленька;ка;зозуле^нька
Та й сказала: – Ку-ку!;ку;ку^ку
Виломали молодиці;ці;молоди^ці
Гультяйові руку.;ку;ру^ку
Ой як вони виломали,;ли;вилома^ли
Не сказав нікому,;му;ніко^му
Узяв ручку за пазушку;ку;пазу^шку
Та й пішов додому.;му;додо^му
Ой як прийшов додомочку;ку;додомо^чку
Та й сів на лавочку,;ку;лаво^чку
Схилив на стіл, на тесовий;ий;тесо^вий
Свою головочку.;ку;голово^чку
– Мамко моя старесенька,;ка;старесе^нька
Мамко ж моя мила,;ла;ми^ла
Болит мене права ручка,;ка;ру^чка
– Відей ся розвила*.;ла;розви^ла
– Най тя болит,;ит;бо^лит
Най тя болит,;ит;бо^лит
Най тя не вгаває,;ає;вгава^є
Нехай чужі молодиці;ці;молоди^ці
Та й не зачіпає.;ає;зачіпа^є
Ой летіла зозуленька;ка;зозуле^нька
Через гай-діброву,;ву;гайдібро^ву
Видзьобала пшениченьку,;ку;пшениче^ньку
Лишила полову.;ву;поло^ву
– Ой що ж мені з половиці,;ці;полови^ці
