Number of line;Title;Text
3379;;Побивається?
3380;;
3381;;– Бодай тобі, моя мати, 
3382;;Так легко вмирати, 
3383;;Ой як мені, молодому,
3384;;Її забувати.
3385;;
3386;;Ой умерла моя мила, 
3387;;Умерла та й лежить, 
3388;;А я пійду на чужину
3389;;Сиротою жить!
3390;;
3391;КОЛИ Б Я МАЛА ОРЛИНІ КРИЛА;Коли б я мала орлині крила, 
3392;;Коли б я вміла літати, 
3393;;Я б полетіла на Україну
3394;;Свого милого шукати.
3395;;Я б полетіла на Україну
3396;;Свого милого шукати.
3397;;
3398;;Летіла нічку, летіла другу, 
3399;;Свого милого не бачу. 
3400;;Ой сяду, сяду в вишневім саду, 
3401;;Сяду та й гірко заплачу
3402;;Ой сяду, сяду в вишневім саду, 
3403;;Сяду та й гірко заплачу
3404;;
3405;;Ой вийшла з хати старая мати, 
3406;;Вийшла та й сина питає: 
3407;;– Що то за пташка, що за пташина
3408;;В нашему саду співає?
3409;;– Що то за пташка, що за пташина
3410;;В нашему саду співає?
3411;;
3412;;– Ой то не пташка, то не пташина
3413;;В нашому саду співає, 
3414;;Ой то дівчина чорнобровая
3415;;Свого милого шукає.
3416;;Ой то дівчина чорнобровая
3417;;Свого милого шукає.
3418;;
3419;ОЙ В САДУ, В САДУ;Ой в саду, ой в саду, 
3420;;Під яблінкою, 
3421;;Там сидів голуб
3422;;Із голубкою.
3423;;Там сидів голуб
3424;;Із голубкою.
3425;;
3426;;Надлетів орел
3427;;З чорної хмари, 
3428;;Розбив-розлучив 
3429;;Голубів з пари,
3430;;Розбив-розлучив 
3431;;Голубів з пари,
3432;;
3433;;Ой голуба вбив, 
3434;;Лишив голубку, 
3435;;Та й взяв голубку
3436;;За свою любку
3437;;Та й взяв голубку
3438;;За свою любку
3439;;
3440;;Сипит голубці
3441;;"Жита, пшениці;"
3442;;Жита-пшениці, 
3443;;Лляє водиці.
3444;;Жита-пшениці, 
3445;;Лляє водиці.
3446;;
3447;;– Ой їж, голубко, 
3448;;Ой пий, голубко, 
3449;;Ой пий, голубко, 
3450;;Ти моя любко.
3451;;Ой пий, голубко, 
3452;;Ти моя любко.
3453;;
3454;;– Не буду їсти, 
3455;;Не буду пити, 
3456;;– Нема голуба 
3457;;– Нема з ким жити.
3458;;– Нема голуба 
3459;;– Нема з ким жити.
3460;;
3461;;Летит голубців 
3462;;Тридціть пар і сім, 
3463;;Вибирай собі, 
3464;;Котрий голуб твій.
3465;;Вибирай собі, 
3466;;Котрий голуб твій.
3467;;
3468;;– Та най їх летит
3469;;Тридцять пар і сім, –
3470;;Нема такого, 
3471;;Як був голуб мій.
3472;;Нема такого, 
3473;;Як був голуб мій.
3474;;
3475;;В мого голубця 
3476;;Срібнії крильця, 
3477;;Коло серденька 
3478;;Золоті п'юрця.
3479;;Коло серденька 
3480;;Золоті п'юрця.
3481;;
3482;ОЙ ПІД ГОРОЮ;Ой під горою, 
3483;;Під камінною, 
3484;;Там сидів голуб 
3485;;Та із голубкою.
3486;;Там сидів голуб 
3487;;Та із голубкою.
3488;;
3489;;Цілувалися, 
3490;;Милувалися, 
3491;;Сизими крильцями 
3492;;Обіймалися.
3493;;Сизими крильцями 
3494;;Обіймалися.
3495;;
3496;;Ой десь узявся 
3497;;Стрілець з-за гори, 
3498;;Убив голуба, 
3499;;А голубку зловив.
3500;;Убив голуба, 
3501;;А голубку зловив.
3502;;
3503;;Приніс в світлицю, 
3504;;Сипить пшеницю: 
3505;;– Їж же і пий же, 
3506;;Молода вдовице
3507;;– Їж же і пий же, 
3508;;Молода вдовице.
3509;;
3510;;– Як мені їсти, 
3511;;Як мені пити, 
3512;;– Який світ широкий, 
3513;;А нема з ким жити.
3514;;– Який світ широкий, 
3515;;А нема з ким жити.
3516;;
3517;;– Ой є у мене
3518;;Сімсот голубів, 
3519;;– Вибирай собі, 
3520;;Який тобі любий.
3521;;– Вибирай собі, 
3522;;Який тобі любий.
3523;;
3524;;– Ой нехай буде 
3525;;Сімсот чотири,
3526;;– Нема такого, 
3527;;Який був мій милий.
3528;;– Нема такого, 
3529;;Який був мій милий.
3530;;
3531;;А мій миленький 
3532;;– Чорнобривенький, 
3533;;Личко рум'яне, 
3534;;А сам молоденький.
3535;;Личко рум'яне, 
3536;;А сам молоденький.
3537;;
3538;;Як заговорить,
3539;;Мов дзвін задзвонить,
3540;;Як засміється –
3541;;Аж сад розів'ється.
3542;;Як засміється –
3543;;Аж сад розів'ється.
3544;;
3545;;Позаростали
3546;;Тії доріжки,
3547;;Де прохожали
3548;;Миленького ніжки.
3549;;Де прохожали
3550;;Миленького ніжки.
3551;;
3552;;Позаростали
3553;;Терном-травою,
3554;;Де прохожали ми,
3555;;Серце, з тобою.
3556;;Де прохожали ми,
3557;;Серце, з тобою.
3558;;
3559;ДЕСЬ УЗЯВСЯ СТРІЛЕЦЬ;Десь узявся стрілець
3560;;З-за чорної хмари,
3561;;Голуба забив він,
3562;;А голубку забрав.
3563;;Голуба забив він,
3564;;А голубку забрав.
3565;;
3566;;Зачинив він її
3567;;У темну темницю,
3568;;Насипав він її
3569;;Ярую пшеницю:
3570;;Насипав він її
3571;;Ярую пшеницю:
3572;;
3573;;– Їж, голубка моя,
3574;;Ярую пшеницю,
3575;;Я ж тобі доставлю
3576;;Зімнюю водицю.
3577;;Я ж тобі доставлю
3578;;Зімнюю водицю.
3579;;
3580;;– Як же мені їсти
3581;;Та як мені пити,
3582;;Такий світ миленький, –
3583;;Немає з кім жити.
3584;;Такий світ миленький, –
3585;;Немає з кім жити.
3586;;
3587;ОЙ ХОДИЛА ДІВЧИНОНЬКА;Ой ходила дівчинонька
